Maximum Requested Group Size 1,Preferred Entry Date 2,Preferred Division 2,Minimum Acceptable Group Size 2,Maximum Requested Group Size 2,Preferred Entry Date 3,Preferred Division 3,Minimum Acceptable Group Size 3,Maximum Requested Group Size 3,Results Status,Awarded Preference,Awarded Entrance Code/Name,Awarded Group Size,State
4,7/10/2023,Core Enchantment Zone,4,4,7/16/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,NJ
4,9/5/2023,Core Enchantment Zone,2,2,8/30/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,IN
4,7/24/2023,Stuart  Zone,4,4,9/4/2023,Colchuck Zone,5,5,Unsuccessful,,,,WA
2,6/21/2023,Core Enchantment Zone,2,2,7/26/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
4,9/14/2023,Snow Zone,4,4,8/24/2023,Snow Zone,4,4,Unsuccessful,,,,CA
4,10/6/2023,Snow Zone,4,4,9/23/2023,Snow Zone,4,4,Unsuccessful,,,,WA
2,8/5/2023,Core Enchantment Zone,2,2,8/12/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
2,8/20/2023,Core Enchantment Zone,2,2,8/21/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,OR
6,8/31/2023,Snow Zone,6,6,9/8/2023,Snow Zone,6,6,Unsuccessful,,,,CA
6,9/21/2023,Core Enchantment Zone,6,6,9/22/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,OR
3,8/4/2023,Colchuck Zone,3,3,7/28/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,WA
6,8/18/2023,Eightmile/Caroline Zone,6,6,8/25/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
2,8/7/2023,Core Enchantment Zone,2,2,8/16/2023,Snow Zone,2,2,Unsuccessful,,,,WA
4,9/17/2023,Core Enchantment Zone,4,4,8/27/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
2,9/12/2023,Core Enchantment Zone,4,4,10/3/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,OR
4,8/23/2023,Core Enchantment Zone,4,4,10/6/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,OR
2,7/24/2023,Core Enchantment Zone,3,3,8/25/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
8,7/10/2023,Core Enchantment Zone,8,8,7/19/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
6,8/10/2023,Core Enchantment Zone,6,6,8/31/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
8,8/18/2023,Eightmile/Caroline Zone,8,8,8/19/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
6,8/19/2023,Core Enchantment Zone,6,6,10/7/2023,Colchuck Zone,6,6,Unsuccessful,,,,WA
6,8/30/2023,Core Enchantment Zone,6,6,8/9/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,OR
6,7/10/2023,Core Enchantment Zone,6,6,7/8/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
8,8/30/2023,Core Enchantment Zone,8,8,9/1/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
4,7/30/2023,Snow Zone,4,4,7/30/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
8,6/12/2023,Core Enchantment Zone,8,8,7/10/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
5,9/26/2023,Colchuck Zone,5,5,9/26/2023,Stuart  Zone,5,5,Unsuccessful,,,,WA
1,6/23/2023,Core Enchantment Zone,1,1,9/1/2023,Snow Zone,1,1,Unsuccessful,,,,WA
4,7/22/2023,Core Enchantment Zone,4,4,8/5/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,OR
4,8/16/2023,Stuart  Zone,4,4,8/23/2023,Stuart  Zone,4,4,Awarded,2,Stuart  Zone,4,WA
7,9/1/2023,Core Enchantment Zone,7,7,9/8/2023,Core Enchantment Zone,7,7,Unsuccessful,,,,WA
4,9/13/2023,Core Enchantment Zone,4,4,9/11/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
6,8/2/2023,Snow Zone,6,6,7/26/2023,Colchuck Zone,4,4,Unsuccessful,,,,OR
4,8/5/2023,Core Enchantment Zone,4,4,7/29/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
6,9/16/2023,Core Enchantment Zone,6,6,10/7/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,ID
2,8/8/2023,Core Enchantment Zone,2,2,8/9/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,NV
8,7/19/2023,Snow Zone,8,8,,,,,Awarded,1,Snow Zone,8,WA
6,8/11/2023,Snow Zone,6,6,8/18/2023,Stuart  Zone,6,6,Unsuccessful,,,,OR
4,7/21/2023,Core Enchantment Zone,4,4,6/23/2023,Colchuck Zone,6,6,Unsuccessful,,,,WA
4,8/20/2023,Core Enchantment Zone,4,4,9/3/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,7/29/2023,Core Enchantment Zone,4,4,8/26/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
8,7/26/2023,Core Enchantment Zone,8,8,8/3/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,CA
6,8/29/2023,Core Enchantment Zone,7,7,9/4/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
3,8/3/2023,Core Enchantment Zone,3,3,8/4/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,WA
3,9/26/2023,Core Enchantment Zone,3,3,9/20/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,WA
2,10/7/2023,Core Enchantment Zone,2,2,10/5/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
4,8/2/2023,Core Enchantment Zone,4,4,8/9/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
8,8/22/2023,Core Enchantment Zone,8,8,9/5/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
8,9/8/2023,Colchuck Zone,8,8,9/15/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
6,7/2/2023,Stuart  Zone,6,6,8/30/2023,Snow Zone,6,6,Unsuccessful,,,,WA
8,6/30/2023,Snow Zone,8,8,6/22/2023,Snow Zone,8,8,Unsuccessful,,,,WA
2,7/29/2023,Core Enchantment Zone,2,2,8/5/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,OR
7,8/4/2023,Core Enchantment Zone,7,7,7/13/2023,Core Enchantment Zone,7,7,Unsuccessful,,,,OR
2,7/26/2023,Colchuck Zone,2,2,8/22/2023,Colchuck Zone,2,2,Unsuccessful,,,,WA
2,8/6/2023,Core Enchantment Zone,2,2,9/17/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
2,9/1/2023,Core Enchantment Zone,2,2,10/6/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
8,9/6/2023,Stuart  Zone,8,8,10/5/2023,Colchuck Zone,8,8,Unsuccessful,,,,WA
6,6/8/2023,Core Enchantment Zone,5,5,6/22/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
3,7/20/2023,Colchuck Zone,2,2,6/27/2023,Snow Zone,2,2,Awarded,1,Stuart  Zone,3,WA
2,8/17/2023,Core Enchantment Zone,2,2,10/12/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
2,7/12/2023,Core Enchantment Zone,4,4,8/8/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
6,7/15/2023,Colchuck Zone,6,6,9/23/2023,Colchuck Zone,6,6,Unsuccessful,,,,WA
6,8/1/2023,Core Enchantment Zone,6,6,8/8/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
3,9/8/2023,Core Enchantment Zone,3,3,9/16/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,WA
4,8/4/2023,Eightmile/Caroline Zone,4,4,7/14/2023,Colchuck Zone,4,4,Awarded,2,Eightmile/Caroline Zone,4,WA
2,6/12/2023,Core Enchantment Zone,2,2,6/11/2023,Core Enchantment Zone,2,2,Awarded,3,Core Enchantment Zone,2,TX
2,6/30/2023,Colchuck Zone,2,2,6/16/2023,Colchuck Zone,2,2,Unsuccessful,,,,OR
2,7/24/2023,Core Enchantment Zone,2,2,7/25/2023,Core Enchantment Zone,2,2,Awarded,1,Core Enchantment Zone,2,WA
4,8/22/2023,Core Enchantment Zone,4,4,8/20/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
2,8/19/2023,Stuart  Zone,2,2,8/26/2023,Stuart  Zone,4,4,Unsuccessful,,,,VA
2,8/14/2023,Snow Zone,2,2,8/13/2023,Colchuck Zone,2,2,Unsuccessful,,,,DC
2,9/15/2023,Core Enchantment Zone,2,2,9/22/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,CA
8,8/26/2023,Snow Zone,8,8,7/22/2023,Colchuck Zone,8,8,Unsuccessful,,,,WA
2,8/28/2023,Colchuck Zone,2,2,9/11/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
4,9/16/2023,Core Enchantment Zone,4,4,8/26/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,NY
4,6/3/2023,Colchuck Zone,4,4,6/10/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
6,9/9/2023,Core Enchantment Zone,6,6,9/16/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
4,6/16/2023,Core Enchantment Zone,4,4,7/1/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
8,9/14/2023,Core Enchantment Zone,8,8,9/30/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
8,7/19/2023,Core Enchantment Zone,8,8,9/4/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
2,7/29/2023,Stuart  Zone,2,2,7/29/2023,Eightmile/Caroline Zone,2,2,Unsuccessful,,,,AZ
6,8/6/2023,Core Enchantment Zone,3,3,8/9/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,WA
4,8/6/2023,Core Enchantment Zone,4,4,8/13/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,OR
6,8/21/2023,Core Enchantment Zone,6,6,8/22/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,NY
4,9/15/2023,Colchuck Zone,4,4,9/14/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
5,8/8/2023,Colchuck Zone,5,5,8/15/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,WA
1,8/9/2023,Core Enchantment Zone,1,1,8/22/2023,Core Enchantment Zone,1,1,Unsuccessful,,,,WA
2,7/21/2023,Snow Zone,2,2,7/22/2023,Snow Zone,2,2,Unsuccessful,,,,WA
8,8/2/2023,Stuart  Zone,8,8,8/3/2023,Stuart  Zone,8,8,Unsuccessful,,,,CO
2,9/4/2023,Core Enchantment Zone,2,2,8/28/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,Berlin
4,9/22/2023,Core Enchantment Zone,4,4,9/23/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
2,8/19/2023,Core Enchantment Zone,2,2,7/14/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
2,9/3/2023,Core Enchantment Zone,2,2,9/3/2023,Snow Zone,4,4,Unsuccessful,,,,WA
6,7/30/2023,Colchuck Zone,6,6,7/30/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,OR
8,8/22/2023,Snow Zone,8,8,8/30/2023,Stuart  Zone,8,8,Unsuccessful,,,,WA
3,8/2/2023,Eightmile/Caroline Zone,3,3,8/2/2023,Colchuck Zone,3,3,Unsuccessful,,,,CA
3,8/8/2023,Core Enchantment Zone,3,3,7/3/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,WA
4,8/23/2023,Core Enchantment Zone,4,4,8/24/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,CA
6,7/15/2023,Snow Zone,6,6,7/16/2023,Snow Zone,6,6,Unsuccessful,,,,WA
5,6/26/2023,Core Enchantment Zone,5,5,6/21/2023,Snow Zone,5,5,Awarded,1,Snow Zone,5,CA
5,8/14/2023,Core Enchantment Zone,5,5,8/7/2023,Snow Zone,5,5,Unsuccessful,,,,WA
2,9/19/2023,Core Enchantment Zone,2,2,9/13/2023,Snow Zone,2,2,Unsuccessful,,,,WA
4,7/14/2023,Stuart  Zone,4,4,8/4/2023,Snow Zone,4,4,Unsuccessful,,,,WA
6,7/27/2023,Core Enchantment Zone,6,6,7/29/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
2,7/25/2023,Core Enchantment Zone,2,2,8/1/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,OR
4,8/17/2023,Core Enchantment Zone,4,4,9/14/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
2,8/13/2023,Core Enchantment Zone,2,2,8/20/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
6,7/21/2023,Colchuck Zone,6,6,7/21/2023,Snow Zone,6,6,Unsuccessful,,,,OR
3,9/10/2023,Core Enchantment Zone,3,3,9/17/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,MI
6,8/17/2023,Snow Zone,6,6,8/17/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,OR
6,6/7/2023,Core Enchantment Zone,6,6,7/1/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
4,9/8/2023,Snow Zone,4,4,9/1/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
3,7/28/2023,Core Enchantment Zone,1,1,8/25/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,OR
6,8/2/2023,Core Enchantment Zone,6,6,9/12/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
5,8/14/2023,Snow Zone,5,5,8/21/2023,Stuart  Zone,5,5,Unsuccessful,,,,WA
8,9/22/2023,Snow Zone,8,8,10/6/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
6,6/23/2023,Stuart  Zone,6,6,7/7/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
2,9/15/2023,Core Enchantment Zone,2,2,9/29/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,PA
6,9/11/2023,Core Enchantment Zone,6,6,9/12/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,MA
8,6/27/2023,Snow Zone,8,8,7/11/2023,Snow Zone,8,8,Awarded,1,Snow Zone,8,WA
4,9/8/2023,Core Enchantment Zone,4,4,8/25/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
5,8/1/2023,Colchuck Zone,5,5,7/13/2023,Stuart  Zone,5,5,Unsuccessful,,,,WA
8,6/30/2023,Core Enchantment Zone,8,8,7/27/2023,Snow Zone,6,6,Unsuccessful,,,,WA
3,8/12/2023,Core Enchantment Zone,3,3,8/2/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,OR
2,9/5/2023,Snow Zone,2,2,7/25/2023,Snow Zone,2,2,Unsuccessful,,,,ID
5,8/26/2023,Core Enchantment Zone,5,5,9/16/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
2,10/6/2023,Core Enchantment Zone,2,2,10/20/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,CO
2,9/8/2023,Core Enchantment Zone,2,2,9/15/2023,Snow Zone,2,2,Unsuccessful,,,,WA
3,9/30/2023,Core Enchantment Zone,2,2,8/2/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,OR
2,8/4/2023,Core Enchantment Zone,2,2,7/28/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
4,9/7/2023,Snow Zone,4,4,9/7/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
8,8/16/2023,Snow Zone,8,8,8/17/2023,Snow Zone,8,8,Unsuccessful,,,,OR
6,6/10/2023,Core Enchantment Zone,6,6,6/16/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
4,9/19/2023,Core Enchantment Zone,4,4,8/30/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,8/18/2023,Colchuck Zone,4,4,8/25/2023,Colchuck Zone,4,4,Unsuccessful,,,,CA
4,9/8/2023,Colchuck Zone,4,4,9/22/2023,Stuart  Zone,4,4,Awarded,2,Colchuck Zone,4,WA
4,6/16/2023,Core Enchantment Zone,4,4,9/2/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
6,9/20/2023,Colchuck Zone,6,6,9/21/2023,Colchuck Zone,6,6,Unsuccessful,,,,PA
8,7/24/2023,Core Enchantment Zone,8,8,7/26/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,AR
2,8/26/2023,Core Enchantment Zone,4,4,10/21/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,9/14/2023,Core Enchantment Zone,4,4,7/28/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,OR
8,7/28/2023,Core Enchantment Zone,8,8,8/4/2023,Stuart  Zone,8,8,Unsuccessful,,,,WA
6,8/22/2023,Snow Zone,6,6,8/8/2023,Snow Zone,6,6,Unsuccessful,,,,WA
4,,,,,,,,,Unsuccessful,,,,WA
7,9/15/2023,Core Enchantment Zone,7,7,9/22/2023,Core Enchantment Zone,7,7,Unsuccessful,,,,OR
4,8/24/2023,Core Enchantment Zone,4,4,8/17/2023,Snow Zone,4,4,Unsuccessful,,,,WA
6,8/15/2023,Core Enchantment Zone,6,6,7/4/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,WA
4,8/13/2023,Core Enchantment Zone,4,4,10/2/2023,Colchuck Zone,4,4,Unsuccessful,,,,OR
2,8/23/2023,Core Enchantment Zone,2,2,7/25/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
4,5/16/2023,Core Enchantment Zone,2,2,5/19/2023,Core Enchantment Zone,2,2,Awarded,2,Core Enchantment Zone,2,WA
8,8/25/2023,Core Enchantment Zone,8,8,9/2/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,OR
4,9/8/2023,Stuart  Zone,3,3,8/14/2023,Colchuck Zone,2,2,Unsuccessful,,,,WA
8,8/4/2023,Core Enchantment Zone,8,8,8/18/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
3,,,,,,,,,Unsuccessful,,,,WA
8,9/13/2023,Stuart  Zone,8,8,9/20/2023,Stuart  Zone,8,8,Unsuccessful,,,,WA
4,7/8/2023,Snow Zone,4,4,6/17/2023,Stuart  Zone,4,4,Unsuccessful,,,,WA
3,7/19/2023,Core Enchantment Zone,3,3,7/25/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,WA
4,9/8/2023,Core Enchantment Zone,4,4,9/8/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,8/11/2023,Core Enchantment Zone,4,4,8/18/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,10/6/2023,Core Enchantment Zone,4,4,10/13/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,CA
3,9/23/2023,Core Enchantment Zone,3,3,9/27/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,OR
6,8/27/2023,Core Enchantment Zone,6,6,9/2/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
5,8/10/2023,Stuart  Zone,6,6,8/17/2023,Stuart  Zone,6,6,Unsuccessful,,,,WA
2,7/26/2023,Core Enchantment Zone,2,2,8/2/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,IL
5,10/27/2023,Core Enchantment Zone,5,5,9/22/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,MI
4,9/1/2023,Core Enchantment Zone,4,4,8/25/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,OR
2,8/18/2023,Core Enchantment Zone,2,2,9/1/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,MO
6,9/7/2023,Core Enchantment Zone,6,6,9/15/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,OR
2,8/16/2023,Core Enchantment Zone,2,2,8/17/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
8,9/11/2023,Core Enchantment Zone,8,8,8/28/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
8,8/22/2023,Core Enchantment Zone,6,6,9/14/2023,Colchuck Zone,4,4,Unsuccessful,,,,OR
4,9/8/2023,Colchuck Zone,4,4,9/15/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
8,8/3/2023,Core Enchantment Zone,8,8,8/4/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
4,6/3/2023,Snow Zone,4,4,6/4/2023,Snow Zone,4,4,Unsuccessful,,,,CA
8,8/20/2023,Snow Zone,8,8,9/10/2023,Snow Zone,8,8,Unsuccessful,,,,WA
8,7/21/2023,Core Enchantment Zone,8,8,7/21/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,ID
4,7/5/2023,Core Enchantment Zone,4,4,10/11/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
8,8/25/2023,Core Enchantment Zone,8,8,9/1/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
3,8/4/2023,Stuart  Zone,3,3,8/16/2023,Stuart  Zone,3,3,Unsuccessful,,,,WA
8,7/3/2023,Colchuck Zone,8,8,8/21/2023,Colchuck Zone,8,8,Unsuccessful,,,,WA
6,9/1/2023,Snow Zone,6,6,8/18/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,UT
6,9/14/2023,Stuart  Zone,6,6,10/12/2023,Stuart  Zone,6,6,Awarded,1,Eightmile/Caroline Zone,6,OR
8,8/13/2023,Colchuck Zone,8,8,8/13/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,BC
4,8/9/2023,Core Enchantment Zone,4,4,7/17/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
4,8/16/2023,Colchuck Zone,4,4,8/23/2023,Colchuck Zone,4,4,Unsuccessful,,,,IL
4,7/20/2023,Core Enchantment Zone,4,4,6/13/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
6,7/17/2023,Core Enchantment Zone,6,6,7/24/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
4,8/31/2023,Core Enchantment Zone,4,4,9/7/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
3,7/19/2023,Core Enchantment Zone,3,3,8/16/2023,Core Enchantment Zone,3,3,Awarded,1,Core Enchantment Zone,3,WA
4,7/20/2023,Core Enchantment Zone,4,4,7/25/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
2,6/29/2023,Core Enchantment Zone,2,2,5/25/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,ID
6,8/19/2023,Colchuck Zone,6,6,,,,,Awarded,2,Colchuck Zone,6,WA
6,9/8/2023,Snow Zone,6,6,10/6/2023,Snow Zone,6,6,Unsuccessful,,,,British Columbia
2,8/21/2023,Core Enchantment Zone,2,2,8/22/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
3,8/20/2023,Colchuck Zone,3,3,,,,,Unsuccessful,,,,WA
3,6/22/2023,Core Enchantment Zone,3,3,8/10/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,WA
4,9/7/2023,Core Enchantment Zone,4,4,9/14/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
2,8/27/2023,Snow Zone,2,2,8/27/2023,Colchuck Zone,2,2,Unsuccessful,,,,WA
8,9/4/2023,Core Enchantment Zone,8,8,9/11/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,OR
4,9/6/2023,Colchuck Zone,4,4,8/4/2023,Snow Zone,4,4,Unsuccessful,,,,CA
3,6/30/2023,Core Enchantment Zone,3,3,9/1/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,WA
4,8/13/2023,Core Enchantment Zone,4,4,8/20/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,9/14/2023,Core Enchantment Zone,6,6,10/13/2023,Snow Zone,6,6,Unsuccessful,,,,WA
5,8/28/2023,Colchuck Zone,5,5,8/28/2023,Snow Zone,5,5,Unsuccessful,,,,OR
2,6/16/2023,Core Enchantment Zone,2,2,6/16/2023,Colchuck Zone,2,2,Unsuccessful,,,,WA
4,7/31/2023,Core Enchantment Zone,4,4,8/7/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
6,10/4/2023,Core Enchantment Zone,6,6,10/12/2023,Colchuck Zone,6,6,Unsuccessful,,,,WA
4,10/12/2023,Core Enchantment Zone,4,4,9/28/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
8,7/28/2023,Colchuck Zone,8,8,7/28/2023,Snow Zone,8,8,Unsuccessful,,,,BC
1,8/13/2023,Colchuck Zone,1,1,7/30/2023,Colchuck Zone,1,1,Unsuccessful,,,,DC
4,9/12/2023,Core Enchantment Zone,4,4,9/20/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
8,7/30/2023,Core Enchantment Zone,8,8,8/2/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
5,8/22/2023,Stuart  Zone,5,5,8/29/2023,Stuart  Zone,5,5,Unsuccessful,,,,WA
4,8/26/2023,Core Enchantment Zone,4,4,9/2/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,KY
2,9/8/2023,Colchuck Zone,2,2,9/8/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,OR
8,7/3/2023,Core Enchantment Zone,8,8,6/5/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
8,9/4/2023,Snow Zone,8,8,6/5/2023,Snow Zone,8,8,Awarded,1,Snow Zone,8,OR
4,8/30/2023,Core Enchantment Zone,4,4,9/6/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
6,7/21/2023,Core Enchantment Zone,6,6,7/22/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,UT
3,9/10/2023,Core Enchantment Zone,3,3,8/27/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,WA
2,8/12/2023,Stuart  Zone,2,2,8/12/2023,Eightmile/Caroline Zone,2,2,Unsuccessful,,,,WA
4,6/15/2023,Snow Zone,6,6,9/15/2023,Colchuck Zone,6,6,Unsuccessful,,,,MA
4,9/14/2023,Core Enchantment Zone,4,4,10/5/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,8/30/2023,Snow Zone,4,4,8/29/2023,Snow Zone,4,4,Unsuccessful,,,,WA
6,7/27/2023,Core Enchantment Zone,6,6,9/8/2023,Colchuck Zone,6,6,Unsuccessful,,,,WA
2,9/11/2023,Snow Zone,2,2,9/12/2023,Snow Zone,2,2,Unsuccessful,,,,FL
4,10/5/2023,Core Enchantment Zone,4,4,10/12/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
8,8/17/2023,Snow Zone,8,8,8/20/2023,Core Enchantment Zone,5,5,Awarded,1,Stuart  Zone,8,WA
4,7/28/2023,Eightmile/Caroline Zone,4,4,7/28/2023,Stuart  Zone,4,4,Unsuccessful,,,,WA
5,7/25/2023,Stuart  Zone,5,5,9/20/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,WA
5,9/12/2023,Core Enchantment Zone,5,5,9/13/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,WA
4,9/10/2023,Core Enchantment Zone,4,4,9/17/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
6,7/13/2023,Core Enchantment Zone,6,6,7/27/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
2,9/11/2023,Core Enchantment Zone,1,1,8/21/2023,Colchuck Zone,2,2,Unsuccessful,,,,PA
8,8/3/2023,Core Enchantment Zone,8,8,8/17/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
5,7/7/2023,Core Enchantment Zone,5,5,7/9/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,NY
2,7/17/2023,Colchuck Zone,2,2,7/18/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,OR
4,8/18/2023,Core Enchantment Zone,4,4,8/19/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
