Maximum Requested Group Size 1,Preferred Entry Date 2,Preferred Division 2,Minimum Acceptable Group Size 2,Maximum Requested Group Size 2,Preferred Entry Date 3,Preferred Division 3,Minimum Acceptable Group Size 3,Maximum Requested Group Size 3,Results Status,Awarded Preference,Awarded Entrance Code/Name,Awarded Group Size,State
6,6/2/2023,Colchuck Zone,6,6,6/2/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
8,8/10/2023,Core Enchantment Zone,8,8,9/7/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
6,8/3/2023,Snow Zone,6,6,8/17/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,CT
5,7/5/2023,Core Enchantment Zone,5,5,7/28/2023,Eightmile/Caroline Zone,5,5,Unsuccessful,,,,WA
4,7/18/2023,Core Enchantment Zone,4,4,7/19/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
3,7/25/2023,Colchuck Zone,3,3,8/1/2023,Snow Zone,3,3,Unsuccessful,,,,WA
5,9/13/2023,Core Enchantment Zone,5,5,9/14/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,TX
4,9/8/2023,Core Enchantment Zone,4,4,8/31/2023,Snow Zone,4,4,Unsuccessful,,,,WA
4,9/19/2023,Core Enchantment Zone,4,4,9/26/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,8/4/2023,Core Enchantment Zone,4,4,7/29/2023,Eightmile/Caroline Zone,3,3,Unsuccessful,,,,WA
4,9/9/2023,Snow Zone,4,4,9/10/2023,Snow Zone,2,2,Unsuccessful,,,,WA
6,7/17/2023,Core Enchantment Zone,6,6,9/3/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
8,9/27/2023,Colchuck Zone,8,8,9/27/2023,Snow Zone,8,8,Unsuccessful,,,,OR
2,9/18/2023,Snow Zone,2,2,9/28/2023,Snow Zone,2,2,Unsuccessful,,,,CA
1,10/3/2023,Core Enchantment Zone,1,1,9/26/2023,Core Enchantment Zone,1,1,Unsuccessful,,,,WA
4,8/19/2023,Colchuck Zone,4,4,8/12/2023,Snow Zone,4,4,Unsuccessful,,,,WA
2,8/3/2023,Colchuck Zone,2,2,8/7/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
2,8/18/2023,Core Enchantment Zone,2,2,9/2/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,OR
8,8/14/2023,Core Enchantment Zone,8,8,7/17/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
2,9/17/2023,Colchuck Zone,2,2,,,,,Unsuccessful,,,,WA
6,7/10/2023,Stuart  Zone,6,6,8/3/2023,Colchuck Zone,6,6,Unsuccessful,,,,OR
2,7/21/2023,Snow Zone,2,2,7/21/2023,Colchuck Zone,2,2,Unsuccessful,,,,WA
2,8/22/2023,Colchuck Zone,2,2,6/13/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,ON
3,9/5/2023,Colchuck Zone,3,3,8/22/2023,Colchuck Zone,3,3,Unsuccessful,,,,LA
6,10/8/2023,Colchuck Zone,6,6,10/13/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
6,8/12/2023,Colchuck Zone,6,6,8/12/2023,Snow Zone,6,6,Unsuccessful,,,,OR
6,8/23/2023,Snow Zone,8,8,9/20/2023,Snow Zone,8,8,Awarded,2,Snow Zone,8,WA
3,9/1/2023,Colchuck Zone,3,3,9/1/2023,Stuart  Zone,3,3,Unsuccessful,,,,WA
4,10/7/2023,Core Enchantment Zone,4,4,9/22/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
8,9/23/2023,Stuart  Zone,8,8,10/14/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
6,10/12/2023,Core Enchantment Zone,6,6,10/13/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
2,8/25/2023,Snow Zone,2,2,9/15/2023,Colchuck Zone,2,2,Unsuccessful,,,,WA
8,10/4/2023,Core Enchantment Zone,8,8,10/11/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,TX
7,9/23/2023,Core Enchantment Zone,7,7,9/30/2023,Core Enchantment Zone,7,7,Unsuccessful,,,,TX
5,7/28/2023,Colchuck Zone,6,6,8/11/2023,Snow Zone,6,6,Unsuccessful,,,,WA
4,9/22/2023,Core Enchantment Zone,4,4,9/29/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,OR
2,8/24/2023,Stuart  Zone,2,2,9/12/2023,Snow Zone,2,2,Unsuccessful,,,,WA
2,6/28/2023,Core Enchantment Zone,2,2,6/29/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,NC
5,8/2/2023,Core Enchantment Zone,5,5,8/9/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,WA
3,9/27/2023,Snow Zone,3,3,9/25/2023,Colchuck Zone,3,3,Unsuccessful,,,,CA
5,7/19/2023,Colchuck Zone,5,5,8/16/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,WA
4,8/25/2023,Snow Zone,4,4,9/16/2023,Eightmile/Caroline Zone,4,4,Awarded,3,Eightmile/Caroline Zone,4,WA
4,9/11/2023,Core Enchantment Zone,4,4,8/10/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
2,9/26/2023,Core Enchantment Zone,4,4,9/28/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,CO
4,9/1/2023,Core Enchantment Zone,5,5,9/8/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,OR
4,8/28/2023,Core Enchantment Zone,4,4,9/25/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,AB
4,7/22/2023,Stuart  Zone,4,4,7/15/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
4,9/13/2023,Core Enchantment Zone,4,4,9/27/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,8/25/2023,Core Enchantment Zone,4,4,8/31/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,7/9/2023,Stuart  Zone,4,4,9/3/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
4,8/26/2023,Stuart  Zone,4,4,8/25/2023,Stuart  Zone,4,4,Unsuccessful,,,,CA
6,9/12/2023,Core Enchantment Zone,6,6,9/19/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,OR
8,7/24/2023,Colchuck Zone,8,8,9/21/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
4,9/9/2023,Core Enchantment Zone,4,4,8/12/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
6,9/1/2023,Core Enchantment Zone,6,6,8/26/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
6,7/5/2023,Stuart  Zone,6,6,7/5/2023,Eightmile/Caroline Zone,6,6,Unsuccessful,,,,OR
6,6/16/2023,Core Enchantment Zone,6,6,6/17/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,CA
5,8/25/2023,Colchuck Zone,5,5,9/1/2023,Stuart  Zone,5,5,Unsuccessful,,,,OR
6,8/18/2023,Stuart  Zone,6,6,8/25/2023,Stuart  Zone,6,6,Unsuccessful,,,,WA
3,9/12/2023,Core Enchantment Zone,3,3,8/17/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,WA
8,8/30/2023,Core Enchantment Zone,8,8,9/13/2023,Colchuck Zone,8,8,Unsuccessful,,,,WA
4,6/30/2023,Snow Zone,4,4,7/28/2023,Colchuck Zone,4,4,Unsuccessful,,,,AZ
8,8/8/2023,Core Enchantment Zone,8,8,8/23/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
5,7/28/2023,Core Enchantment Zone,5,5,7/29/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,NC
3,7/13/2023,Snow Zone,3,3,7/13/2023,Colchuck Zone,3,3,Unsuccessful,,,,NC
6,9/4/2023,Core Enchantment Zone,6,6,,,,,Unsuccessful,,,,WA
4,8/15/2023,Core Enchantment Zone,4,4,9/12/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
6,9/15/2023,Stuart  Zone,6,6,9/15/2023,Colchuck Zone,6,6,Unsuccessful,,,,WA
6,7/19/2023,Core Enchantment Zone,6,6,7/20/2023,Snow Zone,6,6,Awarded,1,Colchuck Zone,6,WA
4,9/11/2023,Core Enchantment Zone,4,4,9/18/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
7,8/15/2023,Core Enchantment Zone,7,7,8/16/2023,Core Enchantment Zone,7,7,Unsuccessful,,,,WA
6,8/31/2023,Core Enchantment Zone,6,6,9/28/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
3,7/27/2023,Core Enchantment Zone,3,3,8/3/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,WA
1,7/20/2023,Core Enchantment Zone,1,1,7/28/2023,Core Enchantment Zone,1,1,Unsuccessful,,,,WA
4,9/13/2023,Core Enchantment Zone,4,4,9/6/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
6,8/24/2023,Core Enchantment Zone,6,6,8/24/2023,Colchuck Zone,6,6,Unsuccessful,,,,WA
6,8/9/2023,Colchuck Zone,6,6,8/27/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
6,9/10/2023,Colchuck Zone,6,6,9/3/2023,Colchuck Zone,6,6,Unsuccessful,,,,WA
4,9/4/2023,Colchuck Zone,4,4,9/13/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
3,7/21/2023,Colchuck Zone,3,3,7/22/2023,Colchuck Zone,3,3,Unsuccessful,,,,WA
4,8/2/2023,Core Enchantment Zone,4,4,8/1/2023,Colchuck Zone,4,4,Unsuccessful,,,,OR
3,10/4/2023,Core Enchantment Zone,3,3,10/5/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,OR
4,7/22/2023,Core Enchantment Zone,4,4,8/10/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,6/20/2023,Stuart  Zone,2,2,8/1/2023,Stuart  Zone,2,2,Awarded,1,Stuart  Zone,4,WA
6,8/19/2023,Eightmile/Caroline Zone,6,6,,,,,Unsuccessful,,,,WA
2,9/7/2023,Snow Zone,2,2,8/24/2023,Colchuck Zone,2,2,Unsuccessful,,,,WA
2,8/15/2023,Core Enchantment Zone,2,2,9/5/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
4,8/12/2023,Snow Zone,4,4,8/12/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
4,8/7/2023,Core Enchantment Zone,4,4,7/24/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
2,9/13/2023,Core Enchantment Zone,2,2,9/6/2023,Colchuck Zone,2,2,Unsuccessful,,,,CA
4,8/29/2023,Colchuck Zone,4,4,10/3/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,7/18/2023,Stuart  Zone,4,4,7/24/2023,Snow Zone,4,4,Unsuccessful,,,,WA
4,9/27/2023,Core Enchantment Zone,4,4,9/14/2023,Stuart  Zone,4,4,Unsuccessful,,,,WA
4,8/8/2023,Core Enchantment Zone,4,4,8/14/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,8/8/2023,Snow Zone,4,4,9/6/2023,Snow Zone,4,4,Unsuccessful,,,,WA
5,7/18/2023,Core Enchantment Zone,5,5,7/20/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,OR
8,8/3/2023,Colchuck Zone,8,8,8/3/2023,Stuart  Zone,8,8,Unsuccessful,,,,OR
7,8/26/2023,Core Enchantment Zone,7,7,9/15/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,UT
4,8/29/2023,Colchuck Zone,4,4,9/12/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
2,7/16/2023,Colchuck Zone,2,2,7/9/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
4,8/24/2023,Snow Zone,4,4,8/3/2023,Colchuck Zone,4,4,Unsuccessful,,,,OR
4,6/19/2023,Stuart  Zone,4,4,6/19/2023,Eightmile/Caroline Zone,4,4,Awarded,3,Eightmile/Caroline Zone,4,WA
5,6/21/2023,Core Enchantment Zone,5,5,6/26/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,WA
6,8/29/2023,Colchuck Zone,6,6,9/5/2023,Colchuck Zone,6,6,Unsuccessful,,,,FL
4,8/14/2023,Core Enchantment Zone,4,4,8/21/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,5/19/2023,Core Enchantment Zone,4,4,6/24/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
4,8/24/2023,Core Enchantment Zone,4,4,8/25/2023,Snow Zone,4,4,Unsuccessful,,,,WA
4,8/7/2023,Colchuck Zone,4,4,8/8/2023,Snow Zone,4,4,Unsuccessful,,,,WA
2,9/9/2023,Core Enchantment Zone,2,2,9/16/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,WA
4,9/7/2023,Core Enchantment Zone,4,4,9/8/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,OR
8,7/17/2023,Core Enchantment Zone,8,8,7/19/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,OR
6,8/3/2023,Stuart  Zone,6,6,8/10/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
4,9/16/2023,Snow Zone,4,4,6/23/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
4,8/19/2023,Core Enchantment Zone,4,4,8/26/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
6,8/15/2023,Core Enchantment Zone,6,6,8/9/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
8,9/21/2023,Core Enchantment Zone,8,8,8/17/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
2,9/11/2023,Core Enchantment Zone,2,2,9/12/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,NY
2,7/24/2023,Core Enchantment Zone,2,2,8/4/2023,Core Enchantment Zone,2,2,Awarded,1,Core Enchantment Zone,2,CA
4,8/11/2023,Core Enchantment Zone,4,4,8/18/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,CA
8,8/28/2023,Core Enchantment Zone,8,8,8/23/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
4,10/14/2023,Core Enchantment Zone,2,2,10/15/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
8,8/17/2023,Core Enchantment Zone,8,8,9/7/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
6,8/11/2023,Core Enchantment Zone,6,6,8/18/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
8,8/10/2023,Stuart  Zone,8,8,8/10/2023,Snow Zone,8,8,Unsuccessful,,,,OR
4,9/1/2023,Colchuck Zone,4,4,7/7/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
8,7/14/2023,Snow Zone,8,8,8/18/2023,Stuart  Zone,8,8,Unsuccessful,,,,WA
6,8/1/2023,Snow Zone,6,6,9/5/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
4,9/2/2023,Snow Zone,4,4,9/2/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
6,7/14/2023,Snow Zone,6,6,7/21/2023,Snow Zone,6,6,Unsuccessful,,,,WA
4,8/9/2023,Stuart  Zone,4,4,8/10/2023,Stuart  Zone,4,4,Unsuccessful,,,,UT
2,6/24/2023,Snow Zone,4,4,7/1/2023,Stuart  Zone,3,3,Awarded,2,Snow Zone,4,WA
4,8/15/2023,Core Enchantment Zone,4,4,9/11/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,OR
4,8/14/2023,Colchuck Zone,4,4,6/26/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
5,9/10/2023,Snow Zone,2,2,9/10/2023,Colchuck Zone,2,2,Unsuccessful,,,,WA
4,8/8/2023,Stuart  Zone,4,4,8/8/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
8,7/14/2023,Snow Zone,8,8,8/11/2023,Colchuck Zone,8,8,Unsuccessful,,,,WA
8,7/14/2023,Snow Zone,8,8,7/14/2023,Colchuck Zone,8,8,Unsuccessful,,,,WA
2,8/3/2023,Core Enchantment Zone,2,2,8/2/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,OR
5,8/17/2023,Core Enchantment Zone,5,5,8/20/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,WA
8,6/9/2023,Stuart  Zone,8,8,6/30/2023,Colchuck Zone,8,8,Unsuccessful,,,,WA
8,8/15/2023,Core Enchantment Zone,8,8,6/22/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
8,9/6/2023,Core Enchantment Zone,8,8,9/13/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,OR
6,9/11/2023,Stuart  Zone,6,6,9/11/2023,Colchuck Zone,6,6,Unsuccessful,,,,WA
4,8/7/2023,Core Enchantment Zone,4,4,8/21/2023,Eightmile/Caroline Zone (stock),4,4,Awarded,1,Eightmile/Caroline Zone,4,WA
7,8/29/2023,Core Enchantment Zone,7,7,8/30/2023,Core Enchantment Zone,7,7,Unsuccessful,,,,WA
5,8/12/2023,Snow Zone,5,5,8/12/2023,Colchuck Zone,5,5,Unsuccessful,,,,OR
2,8/22/2023,Core Enchantment Zone,2,2,8/29/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
4,8/31/2023,Core Enchantment Zone,4,4,9/7/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,6/11/2023,Core Enchantment Zone,4,4,10/8/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,CA
4,9/7/2023,Core Enchantment Zone,4,4,9/14/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,OR
2,8/16/2023,Core Enchantment Zone,2,2,8/2/2023,Stuart  Zone,2,2,Unsuccessful,,,,WA
7,8/6/2023,Colchuck Zone,7,7,8/6/2023,Snow Zone,7,7,Unsuccessful,,,,WA
6,7/24/2023,Snow Zone,6,6,7/24/2023,Snow Zone,4,4,Unsuccessful,,,,WA
4,8/2/2023,Core Enchantment Zone,4,4,8/16/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,9/25/2023,Core Enchantment Zone,2,2,10/9/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
8,7/18/2023,Core Enchantment Zone,8,8,8/22/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
6,8/24/2023,Core Enchantment Zone,6,6,8/31/2023,Core Enchantment Zone,6,6,Awarded,1,Core Enchantment Zone,6,WA
2,9/17/2023,Core Enchantment Zone,2,2,9/24/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
6,8/5/2023,Colchuck Zone,6,6,8/12/2023,Stuart  Zone,6,6,Unsuccessful,,,,WA
4,7/25/2023,Colchuck Zone,4,4,8/8/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
8,7/26/2023,Core Enchantment Zone,8,8,8/16/2023,Snow Zone,8,8,Unsuccessful,,,,OR
2,7/20/2023,Core Enchantment Zone,2,2,7/25/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,CA
4,6/29/2023,Colchuck Zone,1,1,8/14/2023,Eightmile/Caroline Zone,5,5,Unsuccessful,,,,WA
4,6/16/2023,Eightmile/Caroline Zone,4,4,6/16/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,PA
4,7/19/2023,Snow Zone,4,4,7/20/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,ID
2,8/9/2023,Core Enchantment Zone,2,2,9/6/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,OR
6,10/5/2023,Core Enchantment Zone,6,6,10/12/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WY
6,7/8/2023,Stuart  Zone,6,6,7/30/2023,Snow Zone,6,6,Unsuccessful,,,,WA
2,9/14/2023,Core Enchantment Zone,2,2,9/21/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
4,8/3/2023,Colchuck Zone,4,4,8/16/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
5,7/21/2023,Core Enchantment Zone,5,5,7/28/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,WA
8,7/13/2023,Colchuck Zone,8,8,7/27/2023,Colchuck Zone,8,8,Unsuccessful,,,,WA
6,7/21/2023,Colchuck Zone,6,6,7/14/2023,Colchuck Zone,6,6,Awarded,1,Colchuck Zone,6,WA
4,8/7/2023,Core Enchantment Zone,4,4,8/23/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
8,8/3/2023,Core Enchantment Zone,8,8,9/14/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
6,9/21/2023,Core Enchantment Zone,6,6,9/6/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,CA
4,6/9/2023,Core Enchantment Zone,4,4,9/1/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
7,8/12/2023,Core Enchantment Zone,7,7,,,,,Unsuccessful,,,,OR
4,7/14/2023,Core Enchantment Zone,4,4,7/21/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
8,8/18/2023,Core Enchantment Zone,8,8,9/15/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
4,10/12/2023,Core Enchantment Zone,6,6,10/12/2023,Stuart Zone (stock),4,4,Unsuccessful,,,,TN
4,10/12/2023,Core Enchantment Zone,4,4,10/5/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,9/13/2023,Core Enchantment Zone,4,4,9/14/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,7/6/2023,Core Enchantment Zone,4,4,9/14/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
2,8/22/2023,Core Enchantment Zone,2,2,8/23/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
6,9/5/2023,Core Enchantment Zone,6,6,9/13/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
8,8/3/2023,Eightmile/Caroline Zone,8,8,8/3/2023,Colchuck Zone,8,8,Unsuccessful,,,,WA
2,7/13/2023,Snow Zone,2,2,7/27/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,ID
8,9/19/2023,Core Enchantment Zone,8,8,9/20/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,FL
2,8/14/2023,Core Enchantment Zone,2,2,8/21/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,AZ
4,8/22/2023,Colchuck Zone,4,4,8/23/2023,Stuart  Zone,2,2,Awarded,2,Colchuck Zone,4,WA
8,9/16/2023,Colchuck Zone,8,8,8/26/2023,Colchuck Zone,8,8,Unsuccessful,,,,WA
5,6/8/2023,Colchuck Zone,5,5,8/18/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,WA
3,9/12/2023,Core Enchantment Zone,3,3,8/29/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,OR
6,9/5/2023,Colchuck Zone,6,6,9/7/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
8,8/31/2023,Core Enchantment Zone,8,8,8/10/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
4,8/12/2023,Snow Zone,4,4,7/23/2023,Colchuck Zone,4,4,Unsuccessful,,,,CO
8,7/10/2023,Core Enchantment Zone,8,8,8/7/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
8,8/30/2023,Snow Zone,8,8,9/6/2023,Snow Zone,8,8,Unsuccessful,,,,PA
4,8/15/2023,Core Enchantment Zone,4,4,8/22/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
7,7/15/2023,Core Enchantment Zone,8,8,8/18/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
4,9/30/2023,Core Enchantment Zone,4,4,10/7/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,British Columbia
2,9/12/2023,Core Enchantment Zone,2,2,9/18/2023,Core Enchantment Zone,2,2,Awarded,2,Core Enchantment Zone,2,WA
4,8/7/2023,Core Enchantment Zone,4,4,10/2/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
8,8/21/2023,Stuart  Zone,8,8,8/28/2023,Stuart  Zone,8,8,Unsuccessful,,,,WA
5,8/24/2023,Colchuck Zone,5,5,9/14/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,WA
5,8/18/2023,Colchuck Zone,5,5,8/25/2023,Colchuck Zone,5,5,Unsuccessful,,,,CA
6,7/25/2023,Eightmile/Caroline Zone,6,6,7/26/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,ID
5,7/10/2023,Snow Zone,5,5,7/24/2023,Snow Zone,5,5,Awarded,2,Snow Zone,5,WA
6,7/21/2023,Snow Zone,6,6,8/4/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
4,8/29/2023,Core Enchantment Zone,4,4,8/30/2023,Core Enchantment Zone,4,4,Awarded,1,Core Enchantment Zone,4,CT
5,6/17/2023,Eightmile/Caroline Zone,5,5,8/26/2023,Snow Zone,5,5,Awarded,2,Eightmile/Caroline Zone,5,WA
2,8/12/2023,Core Enchantment Zone,2,2,8/26/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
4,9/28/2023,Core Enchantment Zone,4,4,10/5/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
4,8/14/2023,Core Enchantment Zone,4,4,9/11/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
8,8/17/2023,Colchuck Zone,8,8,8/17/2023,Snow Zone,8,8,Unsuccessful,,,,CA
4,9/26/2023,Core Enchantment Zone,3,3,9/27/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,RI
6,8/16/2023,Colchuck Zone,4,4,8/16/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,8/20/2023,Core Enchantment Zone,4,4,7/15/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,AK
3,6/3/2023,Core Enchantment Zone,3,3,5/20/2023,Colchuck Zone,3,3,Unsuccessful,,,,WA
3,8/2/2023,Colchuck Zone,3,3,9/7/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
6,8/17/2023,Core Enchantment Zone,6,6,8/25/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
8,9/13/2023,Core Enchantment Zone,8,8,8/23/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,OR
2,9/17/2023,Core Enchantment Zone,2,2,9/16/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,NY
3,8/25/2023,Colchuck Zone,3,3,9/1/2023,Colchuck Zone,3,3,Unsuccessful,,,,CA
1,9/3/2023,Colchuck Zone,1,1,8/27/2023,Colchuck Zone,1,1,Unsuccessful,,,,OR
2,10/4/2023,Colchuck Zone,2,2,7/24/2023,Colchuck Zone,2,2,Unsuccessful,,,,OR
5,7/27/2023,Core Enchantment Zone,5,5,8/7/2023,Snow Zone,2,2,Unsuccessful,,,,WA
6,10/21/2023,Core Enchantment Zone,6,6,10/28/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
2,9/3/2023,Core Enchantment Zone,2,2,8/12/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,CO
3,9/12/2023,Core Enchantment Zone,3,3,10/8/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,OR
4,7/24/2023,Stuart  Zone,4,4,7/24/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
4,9/8/2023,Core Enchantment Zone,4,4,9/1/2023,Snow Zone,4,4,Unsuccessful,,,,OR
2,8/7/2023,Core Enchantment Zone,2,2,9/5/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
4,8/26/2023,Core Enchantment Zone,4,4,7/15/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,OR
4,8/18/2023,Snow Zone,4,4,8/25/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,AR
8,8/3/2023,Core Enchantment Zone,4,4,8/10/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
